title,description,repo_url,github_url,github_stars,language,published_date,source_url,source_name,owner
transformers,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. ",https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,162734,Python,2018-10-29T13:56:00+00:00Z,https://github.com/huggingface/transformers,GitHub,huggingface
funNLP,"中英文敏感词、语言检测、中外手机/电话归属地/运营商查询、名字推断性别、手机号抽取、身份证抽取、邮箱抽取、中日文人名库、中文缩写库、拆字词典、词汇情感值、停用词、反动词表、暴恐词表、繁简体转换、英文模拟中文发音、汪峰歌词生成器、职业名称词库、同义词库、反义词库、否定词库、汽车品牌词库、汽车零件词库、连续英文切割、各种中文词向量、公司名字大全、古诗词库、IT词库、财经词库、成语词库、地名词库、历史名人词库、诗词词库、医学词库、饮食词库、法律词库、汽车词库、动物词库、中文聊天语料、中文谣言数据、百度中文问答数据集、句子相似度匹配算法集合、bert资源、文本生成&摘要相关工具、cocoNLP信息抽取工具、国内电话号码正则匹配、清华大学XLORE:中英文跨语言百科知识图谱、清华大学人工智能技术系列报告、自然语言生成、NLU太难了系列、自动对联数据及机器人、用户名黑名单列表、罪名法务名词及分类模型、微信公众号语料、cs224n深度学习自然语言处理课程、中文手写汉字识别、中文自然语言处理 语料/数据集、变量命名神器、分词语料库+代码、任务型对话英文数据集、ASR 语音数据集 + 基于深度学习的中文语音识别系统、笑声检测器、Microsoft多语言数字/单位/如日期时间识别包、中华新华字典数据库及api(包括常用歇后语、成语、词语和汉字)、文档图谱自动生成、SpaCy 中文模型、Common Voice语音识别数据集新版、神经网络关系抽取、基于bert的命名实体识别、关键词(Keyphrase)抽取包pke、基于医疗领域知识图谱的问答系统、基于依存句法与语义角色标注的事件三元组抽取、依存句法分析4万句高质量标注数据、cnocr：用来做中文OCR的Python3包、中文人物关系知识图谱项目、中文nlp竞赛项目及代码汇总、中文字符数据、speech-aligner: 从“人声语音”及其“语言文本”产生音素级别时间对齐标注的工具、AmpliGraph: 知识图谱表示学习(Python)库：知识图谱概念链接预测、Scattertext 文本可视化(python)、语言/知识表示工具：BERT & ERNIE、中文对比英文自然语言处理NLP的区别综述、Synonyms中文近义词工具包、HarvestText领域自适应文本挖掘工具（新词发现-情感分析-实体链接等）、word2word：(Python)方便易用的多语言词-词对集：62种语言/3,564个多语言对、语音识别语料生成工具：从具有音频/字幕的在线视频创建自动语音识别(ASR)语料库、构建医疗实体识别的模型（包含词典和语料标注）、单文档非监督的关键词抽取、Kashgari中使用gpt-2语言模型、开源的金融投资数据提取工具、文本自动摘要库TextTeaser: 仅支持英文、人民日报语料处理工具集、一些关于自然语言的基本模型、基于14W歌曲知识库的问答尝试--功能包括歌词接龙and已知歌词找歌曲以及歌曲歌手歌词三角关系的问答、基于Siamese bilstm模型的相似句子判定模型并提供训练数据集和测试数据集、用Transformer编解码模型实现的根据Hacker News文章标题自动生成评论、用BERT进行序列标记和文本分类的模板代码、LitBank：NLP数据集——支持自然语言处理和计算人文学科任务的100部带标记英文小说语料、百度开源的基准信息抽取系统、虚假新闻数据集、Facebook: LAMA语言模型分析，提供Transformer-XL/BERT/ELMo/GPT预训练语言模型的统一访问接口、CommonsenseQA：面向常识的英文QA挑战、中文知识图谱资料、数据及工具、各大公司内部里大牛分享的技术文档 PDF 或者 PPT、自然语言生成SQL语句（英文）、中文NLP数据增强（EDA）工具、英文NLP数据增强工具 、基于医药知识图谱的智能问答系统、京东商品知识图谱、基于mongodb存储的军事领域知识图谱问答项目、基于远监督的中文关系抽取、语音情感分析、中文ULMFiT-情感分析-文本分类-语料及模型、一个拍照做题程序、世界各国大规模人名库、一个利用有趣中文语料库 qingyun 训练出来的中文聊天机器人、中文聊天机器人seqGAN、省市区镇行政区划数据带拼音标注、教育行业新闻语料库包含自动文摘功能、开放了对话机器人-知识图谱-语义理解-自然语言处理工具及数据、中文知识图谱：基于百度百科中文页面-抽取三元组信息-构建中文知识图谱、masr: 中文语音识别-提供预训练模型-高识别率、Python音频数据增广库、中文全词覆盖BERT及两份阅读理解数据、ConvLab：开源多域端到端对话系统平台、中文自然语言处理数据集、基于最新版本rasa搭建的对话系统、基于TensorFlow和BERT的管道式实体及关系抽取、一个小型的证券知识图谱/知识库、复盘所有NLP比赛的TOP方案、OpenCLaP：多领域开源中文预训练语言模型仓库、UER：基于不同语料+编码器+目标任务的中文预训练模型仓库、中文自然语言处理向量合集、基于金融-司法领域(兼有闲聊性质)的聊天机器人、g2pC：基于上下文的汉语读音自动标记模块、Zincbase 知识图谱构建工具包、诗歌质量评价/细粒度情感诗歌语料库、快速转化「中文数字」和「阿拉伯数字」、百度知道问答语料库、基于知识图谱的问答系统、jieba_fast 加速版的jieba、正则表达式教程、中文阅读理解数据集、基于BERT等最新语言模型的抽取式摘要提取、Python利用深度学习进行文本摘要的综合指南、知识图谱深度学习相关资料整理、维基大规模平行文本语料、StanfordNLP 0.2.0：纯Python版自然语言处理包、NeuralNLP-NeuralClassifier：腾讯开源深度学习文本分类工具、端到端的封闭域对话系统、中文命名实体识别：NeuroNER vs. BertNER、新闻事件线索抽取、2019年百度的三元组抽取比赛：“科学空间队”源码、基于依存句法的开放域文本知识三元组抽取和知识库构建、中文的GPT2训练代码、ML-NLP - 机器学习(Machine Learning)NLP面试中常考到的知识点和代码实现、nlp4han:中文自然语言处理工具集(断句/分词/词性标注/组块/句法分析/语义分析/NER/N元语法/HMM/代词消解/情感分析/拼写检查、XLM：Facebook的跨语言预训练语言模型、用基于BERT的微调和特征提取方法来进行知识图谱百度百科人物词条属性抽取、中文自然语言处理相关的开放任务-数据集-当前最佳结果、CoupletAI - 基于CNN+Bi-LSTM+Attention 的自动对对联系统、抽象知识图谱、MiningZhiDaoQACorpus - 580万百度知道问答数据挖掘项目、brat rapid annotation tool: 序列标注工具、大规模中文知识图谱数据：1.4亿实体、数据增强在机器翻译及其他nlp任务中的应用及效果、allennlp阅读理解:支持多种数据和模型、PDF表格数据提取工具 、 Graphbrain：AI开源软件库和科研工具，目的是促进自动意义提取和文本理解以及知识的探索和推断、简历自动筛选系统、基于命名实体识别的简历自动摘要、中文语言理解测评基准，包括代表性的数据集&基准模型&语料库&排行榜、树洞 OCR 文字识别 、从包含表格的扫描图片中识别表格和文字、语声迁移、Python口语自然语言处理工具集(英文)、 similarity：相似度计算工具包，java编写、海量中文预训练ALBERT模型 、Transformers 2.0 、基于大规模音频数据集Audioset的音频增强 、Poplar：网页版自然语言标注工具、图片文字去除，可用于漫画翻译 、186种语言的数字叫法库、Amazon发布基于知识的人-人开放领域对话数据集 、中文文本纠错模块代码、繁简体转换 、 Python实现的多种文本可读性评价指标、类似于人名/地名/组织机构名的命名体识别数据集 、东南大学《知识图谱》研究生课程(资料)、. 英文拼写检查库 、 wwsearch是企业微信后台自研的全文检索引擎、CHAMELEON：深度学习新闻推荐系统元架构 、 8篇论文梳理BERT相关模型进展与反思、DocSearch：免费文档搜索引擎、 LIDA：轻量交互式对话标注工具 、aili - the fastest in-memory index in the East 东半球最快并发索引 、知识图谱车音工作项目、自然语言生成资源大全 、中日韩分词库mecab的Python接口库、中文文本摘要/关键词提取、汉字字符特征提取器 (featurizer)，提取汉字的特征（发音特征、字形特征）用做深度学习的特征、中文生成任务基准测评 、中文缩写数据集、中文任务基准测评 - 代表性的数据集-基准(预训练)模型-语料库-baseline-工具包-排行榜、PySS3：面向可解释AI的SS3文本分类器机器可视化工具 、中文NLP数据集列表、COPE - 格律诗编辑程序、doccano：基于网页的开源协同多语言文本标注工具 、PreNLP：自然语言预处理库、简单的简历解析器，用来从简历中提取关键信息、用于中文闲聊的GPT2模型：GPT2-chitchat、基于检索聊天机器人多轮响应选择相关资源列表(Leaderboards、Datasets、Papers)、(Colab)抽象文本摘要实现集锦(教程 、词语拼音数据、高效模糊搜索工具、NLP数据增广资源集、微软对话机器人框架 、 GitHub Typo Corpus：大规模GitHub多语言拼写错误/语法错误数据集、TextCluster：短文本聚类预处理模块 Short text cluster、面向语音识别的中文文本规范化、BLINK：最先进的实体链接库、BertPunc：基于BERT的最先进标点修复模型、Tokenizer：快速、可定制的文本词条化库、中文语言理解测评基准，包括代表性的数据集、基准(预训练)模型、语料库、排行榜、spaCy 医学文本挖掘与信息提取 、 NLP任务示例项目代码集、 python拼写检查库、chatbot-list - 行业内关于智能客服、聊天机器人的应用和架构、算法分享和介绍、语音质量评价指标(MOSNet, BSSEval, STOI, PESQ, SRMR)、 用138GB语料训练的法文RoBERTa预训练语言模型 、BERT-NER-Pytorch：三种不同模式的BERT中文NER实验、无道词典 - 有道词典的命令行版本，支持英汉互查和在线查询、2019年NLP亮点回顾、 Chinese medical dialogue data 中文医疗对话数据集 、最好的汉字数字(中文数字)-阿拉伯数字转换工具、 基于百科知识库的中文词语多词义/义项获取与特定句子词语语义消歧、awesome-nlp-sentiment-analysis - 情感分析、情绪原因识别、评价对象和评价词抽取、LineFlow：面向所有深度学习框架的NLP数据高效加载器、中文医学NLP公开资源整理 、MedQuAD：(英文)医学问答数据集、将自然语言数字串解析转换为整数和浮点数、Transfer Learning in Natural Language Processing (NLP) 、面向语音识别的中文/英文发音辞典、Tokenizers：注重性能与多功能性的最先进分词器、CLUENER 细粒度命名实体识别 Fine Grained Named Entity Recognition、 基于BERT的中文命名实体识别、中文谣言数据库、NLP数据集/基准任务大列表、nlp相关的一些论文及代码, 包括主题模型、词向量(Word Embedding)、命名实体识别(NER)、文本分类(Text Classificatin)、文本生成(Text Generation)、文本相似性(Text Similarity)计算等，涉及到各种与nlp相关的算法，基于keras和tensorflow 、Python文本挖掘/NLP实战示例、 Blackstone：面向非结构化法律文本的spaCy pipeline和NLP模型通过同义词替换实现文本“变脸” 、中文 预训练 ELECTREA 模型: 基于对抗学习 pretrain Chinese Model 、albert-chinese-ner - 用预训练语言模型ALBERT做中文NER 、基于GPT2的特定主题文本生成/文本增广、开源预训练语言模型合集、多语言句向量包、编码、标记和实现：一种可控高效的文本生成方法、 英文脏话大列表 、attnvis：GPT2、BERT等transformer语言模型注意力交互可视化、CoVoST：Facebook发布的多语种语音-文本翻译语料库，包括11种语言(法语、德语、荷兰语、俄语、西班牙语、意大利语、土耳其语、波斯语、瑞典语、蒙古语和中文)的语音、文字转录及英文译文、Jiagu自然语言处理工具 - 以BiLSTM等模型为基础，提供知识图谱关系抽取 中文分词 词性标注 命名实体识别 情感分析 新词发现 关键词 文本摘要 文本聚类等功能、用unet实现对文档表格的自动检测，表格重建、NLP事件提取文献资源列表 、 金融领域自然语言处理研究资源大列表、CLUEDatasetSearch - 中英文NLP数据集：搜索所有中文NLP数据集，附常用英文NLP数据集 、medical_NER - 中文医学知识图谱命名实体识别 、(哈佛)讲因果推理的免费书、知识图谱相关学习资料/数据集/工具资源大列表、Forte：灵活强大的自然语言处理pipeline工具集 、Python字符串相似性算法库、PyLaia：面向手写文档分析的深度学习工具包、TextFooler：针对文本分类/推理的对抗文本生成模块、Haystack：灵活、强大的可扩展问答(QA)框架、中文关键短语抽取工具",https://github.com/fighting41love/funNLP,https://github.com/fighting41love/funNLP,81893,Python,2018-08-21T11:20:39+00:00Z,https://github.com/fighting41love/funNLP,GitHub,fighting41love
awesome-machine-learning,"A curated list of awesome Machine Learning frameworks, libraries and software.",https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,73597,Python,2014-07-15T19:11:19+00:00Z,https://github.com/josephmisiti/awesome-machine-learning,GitHub,josephmisiti
scikit-learn,scikit-learn: machine learning in Python,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,66723,Python,2010-08-17T09:43:38+00:00Z,https://github.com/scikit-learn/scikit-learn,GitHub,scikit-learn
gradio,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,43165,Python,2018-12-19T08:24:04+00:00Z,https://github.com/gradio-app/gradio,GitHub,gradio-app
ML-From-Scratch,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.,https://github.com/eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,32302,Python,2017-02-05T12:11:23+00:00Z,https://github.com/eriklindernoren/ML-From-Scratch,GitHub,eriklindernoren
linkedin-skill-assessments-quizzes,"Full reference of LinkedIn answers 2024 for skill assessments (aws-lambda, rest-api, javascript, react, git, html, jquery, mongodb, java, Go, python, machine-learning, power-point) linkedin excel test lösungen, linkedin machine learning test LinkedIn test questions and answers ",https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes,https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes,28798,Python,2019-07-13T19:52:56+00:00Z,https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes,GitHub,Ebazhanov
cs249r_book,Machine Learning Systems,https://github.com/harvard-edge/cs249r_book,https://github.com/harvard-edge/cs249r_book,27468,Python,2023-09-06T19:31:06+00:00Z,https://github.com/harvard-edge/cs249r_book,GitHub,harvard-edge
rasa,"💬   Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,21252,Python,2016-10-14T12:27:49+00:00Z,https://github.com/RasaHQ/rasa,GitHub,RasaHQ
onnx,Open standard for machine learning interoperability,https://github.com/onnx/onnx,https://github.com/onnx/onnx,21173,Python,2017-09-07T04:53:45+00:00Z,https://github.com/onnx/onnx,GitHub,onnx
ml-engineering,Machine Learning Engineering Open Book,https://github.com/stas00/ml-engineering,https://github.com/stas00/ml-engineering,18426,Python,2020-09-02T19:23:01+00:00Z,https://github.com/stas00/ml-engineering,GitHub,stas00
numpy-ml,"Machine learning, in numpy",https://github.com/ddbourgin/numpy-ml,https://github.com/ddbourgin/numpy-ml,16338,Python,2019-04-06T22:29:49+00:00Z,https://github.com/ddbourgin/numpy-ml,GitHub,ddbourgin
imgaug,Image augmentation for machine learning experiments.,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,14737,Python,2015-07-10T20:31:33+00:00Z,https://github.com/aleju/imgaug,GitHub,aleju
ChatterBot,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots",https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,14508,Python,2014-09-28T14:49:00+00:00Z,https://github.com/gunthercox/ChatterBot,GitHub,gunthercox
nni,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural architecture search, model compression and hyper-parameter tuning.",https://github.com/microsoft/nni,https://github.com/microsoft/nni,14364,Python,2018-06-01T05:51:44+00:00Z,https://github.com/microsoft/nni,GitHub,microsoft
ivy,Convert Machine Learning Code Between Frameworks,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,14170,Python,2021-01-19T08:37:25+00:00Z,https://github.com/unifyai/ivy,GitHub,unifyai
tvm,Open Machine Learning Compiler Framework,https://github.com/apache/tvm,https://github.com/apache/tvm,13588,Python,2016-10-12T22:20:28+00:00Z,https://github.com/apache/tvm,GitHub,apache
cleanlab,"Cleanlab's open-source library is the standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,11577,Python,2018-05-11T01:55:21+00:00Z,https://github.com/cleanlab/cleanlab,GitHub,cleanlab
MLAlgorithms,Minimal and clean examples of machine learning algorithms implementations,https://github.com/rushter/MLAlgorithms,https://github.com/rushter/MLAlgorithms,11016,Python,2016-10-05T06:46:45+00:00Z,https://github.com/rushter/MLAlgorithms,GitHub,rushter
dolly,"Databricks’ Dolly, a large language model trained on the Databricks Machine Learning Platform",https://github.com/databrickslabs/dolly,https://github.com/databrickslabs/dolly,10805,Python,2023-03-24T16:15:53+00:00Z,https://github.com/databrickslabs/dolly,GitHub,databrickslabs
doccano,Open source annotation tool for machine learning practitioners.,https://github.com/doccano/doccano,https://github.com/doccano/doccano,10705,Python,2018-05-09T06:10:05+00:00Z,https://github.com/doccano/doccano,GitHub,doccano
mlcourse.ai,Open Machine Learning Course,https://github.com/Yorko/mlcourse.ai,https://github.com/Yorko/mlcourse.ai,10671,Python,2017-02-27T08:32:20+00:00Z,https://github.com/Yorko/mlcourse.ai,GitHub,Yorko
Machine-Learning,:zap:机器学习实战（Python3）：kNN、决策树、贝叶斯、逻辑回归、SVM、线性回归、树回归,https://github.com/Jack-Cherish/Machine-Learning,https://github.com/Jack-Cherish/Machine-Learning,10348,Python,2017-03-25T07:32:37+00:00Z,https://github.com/Jack-Cherish/Machine-Learning,GitHub,Jack-Cherish
sktime,A unified framework for machine learning with time series,https://github.com/sktime/sktime,https://github.com/sktime/sktime,9864,Python,2018-11-06T15:08:24+00:00Z,https://github.com/sktime/sktime,GitHub,sktime
machine_learning_examples,A collection of machine learning examples and tutorials.,https://github.com/lazyprogrammer/machine_learning_examples,https://github.com/lazyprogrammer/machine_learning_examples,8899,Python,2014-07-31T23:40:45+00:00Z,https://github.com/lazyprogrammer/machine_learning_examples,GitHub,lazyprogrammer
pattern,"Web mining module for Python, with tools for scraping, natural language processing, machine learning, network analysis and visualization.",https://github.com/clips/pattern,https://github.com/clips/pattern,8857,Python,2011-05-03T15:29:01+00:00Z,https://github.com/clips/pattern,GitHub,clips
financial-machine-learning,A curated list of practical financial machine learning tools and applications.,https://github.com/firmai/financial-machine-learning,https://github.com/firmai/financial-machine-learning,8695,Python,2019-03-21T21:00:35+00:00Z,https://github.com/firmai/financial-machine-learning,GitHub,firmai
MachineLearning_Python,机器学习算法python实现,https://github.com/lawlite19/MachineLearning_Python,https://github.com/lawlite19/MachineLearning_Python,8553,Python,2016-10-17T15:44:59+00:00Z,https://github.com/lawlite19/MachineLearning_Python,GitHub,lawlite19
Machine-Learning-Collection,A resource for learning about Machine learning & Deep Learning,https://github.com/aladdinpersson/Machine-Learning-Collection,https://github.com/aladdinpersson/Machine-Learning-Collection,8482,Python,2020-03-26T07:02:40+00:00Z,https://github.com/aladdinpersson/Machine-Learning-Collection,GitHub,aladdinpersson
auto-sklearn,Automated Machine Learning with scikit-learn,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,8120,Python,2015-07-02T15:38:10+00:00Z,https://github.com/automl/auto-sklearn,GitHub,automl
imbalanced-learn, A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,7113,Python,2014-08-16T05:08:26+00:00Z,https://github.com/scikit-learn-contrib/imbalanced-learn,GitHub,scikit-learn-contrib
machine-learning-course,:speech_balloon: Machine Learning Course with Python: ,https://github.com/instillai/machine-learning-course,https://github.com/instillai/machine-learning-course,7044,Python,2019-02-15T00:23:19+00:00Z,https://github.com/instillai/machine-learning-course,GitHub,instillai
warp,"A Python framework for GPU-accelerated simulation, robotics, and machine learning.",https://github.com/NVIDIA/warp,https://github.com/NVIDIA/warp,6878,Python,2022-03-18T21:56:23+00:00Z,https://github.com/NVIDIA/warp,GitHub,NVIDIA
adversarial-robustness-toolbox,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction, Inference - Red and Blue Teams",https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,6117,Python,2018-03-15T14:40:43+00:00Z,https://github.com/Trusted-AI/adversarial-robustness-toolbox,GitHub,Trusted-AI
causalml,Uplift modeling and causal inference with machine learning algorithms,https://github.com/uber/causalml,https://github.com/uber/causalml,5930,Python,2019-07-09T02:08:58+00:00Z,https://github.com/uber/causalml,GitHub,uber
river,🌊 Online machine learning in Python,https://github.com/online-ml/river,https://github.com/online-ml/river,5881,Python,2019-01-24T15:18:26+00:00Z,https://github.com/online-ml/river,GitHub,online-ml
DataSciencePython,common data analysis and machine learning tasks using python,https://github.com/ujjwalkarn/DataSciencePython,https://github.com/ujjwalkarn/DataSciencePython,5800,Python,2015-10-06T15:26:08+00:00Z,https://github.com/ujjwalkarn/DataSciencePython,GitHub,ujjwalkarn
MachineLearning,Basic Machine Learning and Deep Learning,https://github.com/wepe/MachineLearning,https://github.com/wepe/MachineLearning,5732,Python,2014-12-05T14:53:17+00:00Z,https://github.com/wepe/MachineLearning,GitHub,wepe
cuml,cuML - RAPIDS Machine Learning Library,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,5228,Python,2018-10-11T15:45:35+00:00Z,https://github.com/rapidsai/cuml,GitHub,rapidsai
mlxtend,A library of extension and helper modules for Python's data analysis and machine learning libraries.,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,5159,Python,2014-08-14T01:56:16+00:00Z,https://github.com/rasbt/mlxtend,GitHub,rasbt
whereami,Uses WiFi signals :signal_strength: and machine learning to predict where you are ,https://github.com/kootenpv/whereami,https://github.com/kootenpv/whereami,5139,Python,2016-09-18T17:50:24+00:00Z,https://github.com/kootenpv/whereami,GitHub,kootenpv
Augmentor,Image augmentation library in Python for machine learning.,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,5135,Python,2016-03-01T18:29:55+00:00Z,https://github.com/mdbloice/Augmentor,GitHub,mdbloice
have-fun-with-machine-learning,An absolute beginner's guide to Machine Learning and Image Classification with Neural Networks,https://github.com/humphd/have-fun-with-machine-learning,https://github.com/humphd/have-fun-with-machine-learning,5109,Python,2016-12-29T17:43:50+00:00Z,https://github.com/humphd/have-fun-with-machine-learning,GitHub,humphd
watermark-removal,a machine learning image inpainting task that instinctively removes watermarks from image indistinguishable from the ground truth image ,https://github.com/zuruoke/watermark-removal,https://github.com/zuruoke/watermark-removal,5036,Python,2021-11-04T07:27:37+00:00Z,https://github.com/zuruoke/watermark-removal,GitHub,zuruoke
mlfinlab,"MlFinLab helps portfolio managers and traders who want to leverage the power of machine learning by providing reproducible, interpretable, and easy to use tools. ",https://github.com/hudson-and-thames/mlfinlab,https://github.com/hudson-and-thames/mlfinlab,4873,Python,2019-02-13T16:57:25+00:00Z,https://github.com/hudson-and-thames/mlfinlab,GitHub,hudson-and-thames
ml-road,"Machine Learning and Agentic AI Resources, Practice and Research",https://github.com/yanshengjia/ml-road,https://github.com/yanshengjia/ml-road,4867,Python,2017-10-31T04:36:37+00:00Z,https://github.com/yanshengjia/ml-road,GitHub,yanshengjia
Paper2Code,Paper2Code: Automating Code Generation from Scientific Papers in Machine Learning,https://github.com/going-doer/Paper2Code,https://github.com/going-doer/Paper2Code,4801,Python,2025-04-25T07:58:12+00:00Z,https://github.com/going-doer/Paper2Code,GitHub,going-doer
Merlion,Merlion: A Machine Learning Framework for Time Series Intelligence,https://github.com/salesforce/Merlion,https://github.com/salesforce/Merlion,4486,Python,2021-07-28T15:30:56+00:00Z,https://github.com/salesforce/Merlion,GitHub,salesforce
yellowbrick,Visual analysis and diagnostic tools to facilitate machine learning model selection.,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,4398,Python,2016-05-18T14:12:17+00:00Z,https://github.com/DistrictDataLabs/yellowbrick,GitHub,DistrictDataLabs
deepxde,A library for scientific machine learning and physics-informed learning,https://github.com/lululxvi/deepxde,https://github.com/lululxvi/deepxde,4309,Python,2019-02-08T02:19:14+00:00Z,https://github.com/lululxvi/deepxde,GitHub,lululxvi
pipelines,Machine Learning Pipelines for Kubeflow,https://github.com/kubeflow/pipelines,https://github.com/kubeflow/pipelines,4169,Python,2018-05-12T00:31:47+00:00Z,https://github.com/kubeflow/pipelines,GitHub,kubeflow
Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,"A comprehensive list of Deep Learning / Artificial Intelligence and Machine Learning tutorials - rapidly expanding into areas of AI/Deep Learning / Machine Vision / NLP and industry specific areas such as Climate / Energy, Automotives, Retail, Pharma, Medicine, Healthcare, Policy, Ethics and more.",https://github.com/TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,https://github.com/TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,3996,Python,2017-07-13T19:46:01+00:00Z,https://github.com/TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,GitHub,TarrySingh
100-Days-of-ML-Code-Chinese-Version,Chinese Translation for Machine Learning Infographics,https://github.com/Avik-Jain/100-Days-of-ML-Code-Chinese-Version,https://github.com/Avik-Jain/100-Days-of-ML-Code-Chinese-Version,3524,Python,2018-08-05T13:58:34+00:00Z,https://github.com/Avik-Jain/100-Days-of-ML-Code-Chinese-Version,GitHub,Avik-Jain
pybroker,Algorithmic Trading in Python with Machine Learning,https://github.com/edtechre/pybroker,https://github.com/edtechre/pybroker,3454,Python,2023-01-16T01:11:52+00:00Z,https://github.com/edtechre/pybroker,GitHub,edtechre
ManimML,ManimML is a project focused on providing animations and visualizations of common machine learning concepts with the Manim Community Library.,https://github.com/helblazer811/ManimML,https://github.com/helblazer811/ManimML,3447,Python,2022-02-02T19:26:55+00:00Z,https://github.com/helblazer811/ManimML,GitHub,helblazer811
pennylane,"PennyLane is an open-source quantum software platform for quantum computing, quantum machine learning, and quantum chemistry. Create meaningful quantum algorithms, from inspiration to implementation.",https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,3358,Python,2018-04-17T16:45:42+00:00Z,https://github.com/PennyLaneAI/pennylane,GitHub,PennyLaneAI
weight-loss,Machine Learning meets  ketosis: how to effectively lose weight,https://github.com/arielf/weight-loss,https://github.com/arielf/weight-loss,3308,Python,2016-07-09T23:54:59+00:00Z,https://github.com/arielf/weight-loss,GitHub,arielf
tslearn,The machine learning toolkit for time series analysis in Python,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,3161,Python,2017-05-04T13:08:13+00:00Z,https://github.com/tslearn-team/tslearn,GitHub,tslearn-team
igel,"a delightful machine learning tool that allows you to train, test, and use models without writing code",https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,3139,Python,2020-08-27T20:54:59+00:00Z,https://github.com/nidhaloff/igel,GitHub,nidhaloff
opyrator,"🪄 Turns your machine learning code into microservices with web API, interactive GUI, and more.",https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,3134,Python,2021-04-06T08:09:06+00:00Z,https://github.com/ml-tooling/opyrator,GitHub,ml-tooling
ml-glossary,Machine learning glossary,https://github.com/bfortuner/ml-glossary,https://github.com/bfortuner/ml-glossary,3127,Python,2017-04-20T16:05:19+00:00Z,https://github.com/bfortuner/ml-glossary,GitHub,bfortuner
stellargraph,StellarGraph - Machine Learning on Graphs,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,3060,Python,2018-04-13T07:35:51+00:00Z,https://github.com/stellargraph/stellargraph,GitHub,stellargraph
pytorch_geometric_temporal,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021),https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,2992,Python,2020-06-27T01:11:33+00:00Z,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,GitHub,benedekrozemberczki
AIF360,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and algorithms to mitigate bias in datasets and models.",https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,2839,Python,2018-08-22T20:47:15+00:00Z,https://github.com/Trusted-AI/AIF360,GitHub,Trusted-AI
secretflow,A unified framework for privacy-preserving data analysis and machine learning,https://github.com/secretflow/secretflow,https://github.com/secretflow/secretflow,2687,Python,2022-04-15T09:07:44+00:00Z,https://github.com/secretflow/secretflow,GitHub,secretflow
